5.090000e+05	235
6.120000e+05	83
8.148000e+05	168
8.296000e+05	238
9.402000e+05	133
1.076600e+06	28
1.604800e+06	223
2.371300e+06	147
2.422800e+06	162
4.587500e+06	227
4.747900e+06	167
4.968200e+06	63
5.357700e+06	221
5.631600e+06	75
5.669600e+06	207
6.132400e+06	87
6.588400e+06	186
8.505600e+06	163
8.555100e+06	265
9.608300e+06	100
9.808300e+06	214
