2.406298e+02	1	1.168038e-04	16	3.069000e-07	1.233575e-04	181	5.550000e-05	
9.334302e+02	1	1.382736e-04	5	3.069000e-07	1.233575e-04	71	5.550000e-05	
1.519264e+03	1	1.092465e-04	9	3.069000e-07	1.233575e-04	112	5.550000e-05	
2.023540e+03	1	9.306139e-05	6	3.069000e-07	1.233575e-04	84	5.550000e-05	
2.364503e+03	1	1.567532e-04	11	3.069000e-07	1.233575e-04	130	5.550000e-05	
2.756867e+03	1	1.572098e-04	9	3.348000e-07	1.269877e-04	113	5.550000e-05	
3.159033e+03	1	1.265273e-04	16	3.348000e-07	1.269877e-04	177	5.550000e-05	
3.911189e+03	1	5.041347e-05	3	3.069000e-07	1.233575e-04	49	5.550000e-05	
4.207930e+03	0	8.800178e-05	92	2.790000e-08	5.550000e-05	89	5.550000e-05	
5.214766e+03	1	1.344238e-04	8	3.069000e-07	1.233575e-04	105	5.550000e-05	
5.814536e+03	1	9.361135e-05	12	3.069000e-07	1.233575e-04	138	5.550000e-05	
5.977361e+03	1	1.239138e-04	18	3.069000e-07	1.233575e-04	203	5.550000e-05	
6.666141e+03	1	4.809638e-05	100	5.580000e-08	6.992562e-05	99	5.550000e-05	
7.101460e+03	1	1.368656e-04	5	3.348000e-07	1.269877e-04	72	5.550000e-05	
7.545874e+03	0	1.740379e-04	4	2.790000e-07	1.195000e-04	61	5.550000e-05	
8.225350e+03	1	9.351328e-05	205	5.580000e-08	6.992562e-05	202	5.550000e-05	
1.058725e+04	1	5.757671e-05	54	5.580000e-08	6.992562e-05	47	5.550000e-05	
1.096003e+04	1	5.703762e-05	73	5.580000e-08	6.992562e-05	70	5.550000e-05	
1.121320e+04	0	1.036231e-04	74	2.790000e-08	5.550000e-05	65	5.550000e-05	
1.155659e+04	0	1.607001e-04	1	2.790000e-07	1.195000e-04	29	5.550000e-05	
1.187795e+04	1	1.072301e-04	11	3.348000e-07	1.269877e-04	129	5.550000e-05	
1.207445e+04	1	6.486481e-05	1	3.069000e-07	1.233575e-04	29	5.550000e-05	
1.232167e+04	1	1.653725e-04	2	3.069000e-07	1.233575e-04	42	5.550000e-05	
1.407300e+04	1	6.493571e-05	216	5.580000e-08	6.992562e-05	209	5.550000e-05	
1.443780e+04	1	7.007766e-05	73	8.370000e-08	8.004485e-05	75	5.550000e-05	
1.561371e+04	1	3.560802e-05	14	3.069000e-07	1.233575e-04	154	5.550000e-05	
1.687738e+04	1	1.168169e-04	5	3.627000e-07	1.304214e-04	76	5.550000e-05	
1.830690e+04	1	1.070071e-04	4	3.069000e-07	1.233575e-04	65	5.550000e-05	
1.937708e+04	1	1.633721e-04	2	3.348000e-07	1.269877e-04	41	5.550000e-05	
1.958158e+04	1	9.119838e-05	5	3.906000e-07	1.336833e-04	61	5.550000e-05	
2.003557e+04	0	1.453245e-04	6	3.069000e-07	1.233575e-04	91	5.550000e-05	
2.157828e+04	1	7.241902e-05	37	5.580000e-08	6.992562e-05	36	5.550000e-05	
2.244115e+04	1	1.220270e-04	11	3.627000e-07	1.304214e-04	142	5.550000e-05	
2.340197e+04	1	8.927996e-05	190	5.580000e-08	6.992562e-05	176	5.550000e-05	
2.351505e+04	1	1.222260e-04	2	3.627000e-07	1.304214e-04	44	5.550000e-05	
2.375530e+04	1	1.150681e-04	9	3.627000e-07	1.304214e-04	121	5.550000e-05	
2.567059e+04	1	6.032179e-05	14	3.348000e-07	1.269877e-04	153	5.550000e-05	
2.730614e+04	0	1.711062e-04	9	3.627000e-07	1.304214e-04	119	5.550000e-05	
2.862066e+04	0	9.530178e-05	241	2.790000e-08	5.550000e-05	211	5.550000e-05	
3.017717e+04	0	9.041202e-05	91	2.790000e-08	5.550000e-05	77	5.550000e-05	
3.289561e+04	1	3.555170e-05	63	5.580000e-08	6.992562e-05	50	5.550000e-05	
3.575167e+04	1	1.227826e-04	9	3.906000e-07	1.336833e-04	118	5.550000e-05	
3.613463e+04	1	1.822868e-04	2	3.906000e-07	1.336833e-04	39	5.550000e-05	
3.828715e+04	1	4.792966e-05	4	3.348000e-07	1.269877e-04	89	5.550000e-05	
3.900047e+04	0	1.036275e-04	35	2.790000e-08	5.550000e-05	34	5.550000e-05	
4.113001e+04	0	8.704136e-05	179	2.790000e-08	5.550000e-05	174	5.550000e-05	
4.290514e+04	1	4.680013e-05	2	4.464000e-07	1.397680e-04	54	6.992562e-05	
4.840326e+04	0	9.727755e-05	216	5.580000e-08	6.992562e-05	208	5.550000e-05	
4.924142e+04	1	1.651217e-04	11	3.906000e-07	1.336833e-04	124	5.550000e-05	
5.107457e+04	2	3.458407e-05	60	3.331044e-08	5.887782e-05	55	5.550000e-05	3687573659	2.248956e-08	
5.236444e+04	0	1.034420e-04	96	2.790000e-08	5.550000e-05	79	5.550000e-05	
5.286454e+04	0	1.397755e-04	5	3.906000e-07	1.336833e-04	74	5.550000e-05	
5.420013e+04	0	7.735417e-05	82	2.790000e-08	5.550000e-05	79	5.550000e-05	
5.517922e+04	1	1.680380e-04	14	3.627000e-07	1.304214e-04	160	5.550000e-05	
5.579985e+04	1	1.018254e-04	8	3.348000e-07	1.269877e-04	101	5.550000e-05	
5.905151e+04	1	3.213315e-05	37	8.370000e-08	8.004485e-05	48	5.550000e-05	
6.251186e+04	0	1.653886e-04	10	2.790000e-07	1.195000e-04	117	5.550000e-05	
6.693480e+04	1	8.034161e-05	7	3.627000e-07	1.304214e-04	73	8.004485e-05	
7.053042e+04	0	1.219360e-04	37	8.370000e-08	8.004485e-05	38	5.550000e-05	
7.224553e+04	0	1.454662e-04	11	3.906000e-07	1.336833e-04	106	5.550000e-05	
7.271959e+04	1	3.981980e-05	3	3.348000e-07	1.269877e-04	59	5.550000e-05	
7.444160e+04	1	2.211102e-05	16	3.906000e-07	1.336833e-04	190	6.992562e-05	
7.695826e+04	0	8.476937e-05	114	2.790000e-08	5.550000e-05	104	5.550000e-05	
7.720164e+04	1	8.308754e-05	3	3.681104e-07	1.310668e-04	60	5.887782e-05	
7.816513e+04	1	4.254248e-05	63	8.370000e-08	8.004485e-05	69	5.550000e-05	
8.631247e+04	1	4.089869e-05	127	5.580000e-08	6.992562e-05	116	5.550000e-05	
8.980118e+04	0	1.392121e-04	8	3.348000e-07	1.269877e-04	87	5.550000e-05	
9.029029e+04	0	7.012078e-05	250	2.790000e-08	5.550000e-05	241	5.550000e-05	
9.245676e+04	3	5.823866e-05	236	2.547862e-08	5.384560e-05	189	5.550000e-05	3196256300	1.516069e-08	848448836	1.516069e-08	
9.393534e+04	1	5.022234e-05	3	3.960104e-07	1.342977e-04	67	5.550000e-05	
9.428969e+04	0	8.547381e-05	186	2.790000e-08	5.550000e-05	184	5.550000e-05	
9.516637e+04	0	1.491710e-04	2	4.464000e-07	1.397680e-04	45	5.550000e-05	
1.015414e+05	1	4.530075e-05	63	1.116000e-07	8.810076e-05	58	5.550000e-05	
1.041869e+05	2	9.219226e-06	64	4.036658e-08	6.277194e-05	53	5.550000e-05	2211003714	1.543342e-08	
1.059810e+05	1	7.639128e-05	3	4.185000e-07	1.367934e-04	3687573659	5.165178e-05	
1.094807e+05	0	9.068400e-05	63	1.116000e-07	8.810076e-05	2211003714	4.555950e-05	
1.096553e+05	1	7.758084e-05	2	4.743000e-07	1.426212e-04	45	5.550000e-05	
1.171909e+05	0	8.823978e-05	216	5.580000e-08	6.992562e-05	253	5.550000e-05	
1.186308e+05	0	1.525566e-04	4	3.348000e-07	1.269877e-04	2211003714	4.555950e-05	
1.222072e+05	1	1.115232e-04	2	5.022000e-07	1.453646e-04	40	5.550000e-05	
1.230443e+05	0	9.979516e-05	246	2.790000e-08	5.550000e-05	242	5.550000e-05	
1.238837e+05	1	7.574750e-05	8	3.627000e-07	1.304214e-04	95	5.550000e-05	
1.242259e+05	1	9.804899e-05	4	3.502334e-07	1.289097e-04	2211003714	4.555950e-05	
1.321547e+05	1	3.187319e-05	132	5.580000e-08	6.992562e-05	103	5.550000e-05	
1.341118e+05	1	1.148197e-04	6	3.348000e-07	1.269877e-04	92	5.550000e-05	
1.345056e+05	0	9.688015e-05	37	8.370000e-08	8.004485e-05	34	5.550000e-05	
1.358344e+05	0	1.540694e-04	14	3.627000e-07	1.304214e-04	143	5.550000e-05	
1.388287e+05	0	1.009254e-04	43	2.790000e-08	5.550000e-05	34	5.550000e-05	
1.389622e+05	0	9.129808e-05	195	2.790000e-08	5.550000e-05	182	5.550000e-05	
1.429488e+05	0	1.490088e-04	5	3.906000e-07	1.336833e-04	78	5.550000e-05	
1.470509e+05	1	4.379959e-04	1769235826	9.542379e-04	4.779047e-04	265	5.550000e-05	
1.517584e+05	0	1.075888e-04	37	8.370000e-08	8.004485e-05	32	5.550000e-05	
1.613222e+05	1	5.274836e-05	20	3.069000e-07	1.233575e-04	219	5.550000e-05	
1.622060e+05	1	4.556518e-04	1769235826	9.542658e-04	4.779093e-04	256	5.550000e-05	
1.641293e+05	0	1.070421e-04	37	8.370000e-08	8.004485e-05	33	5.550000e-05	
1.675565e+05	1	4.439018e-05	18	3.348000e-07	1.269877e-04	220	5.550000e-05	
1.682739e+05	0	1.541138e-04	10	2.790000e-07	1.195000e-04	97	5.550000e-05	
1.685944e+05	0	1.382256e-04	3	4.185000e-07	1.367934e-04	64	6.277194e-05	
1.693474e+05	0	6.422265e-05	269	2.790000e-08	5.550000e-05	211	5.550000e-05	
1.705209e+05	1	6.328840e-05	10	3.069000e-07	1.233575e-04	111	5.550000e-05	
1.713810e+05	1	1.103789e-04	2	5.301000e-07	1.480082e-04	34	5.550000e-05	
1.920553e+05	1	6.808159e-05	7	3.906000e-07	1.336833e-04	74	5.550000e-05	
1.957149e+05	0	8.268448e-05	254	2.790000e-08	5.550000e-05	232	5.550000e-05	
2.019780e+05	0	1.389701e-04	5	3.906000e-07	1.336833e-04	56	5.550000e-05	
2.043984e+05	0	1.402308e-04	16	3.906000e-07	1.336833e-04	169	5.550000e-05	
2.081965e+05	1	9.404712e-05	3	4.464000e-07	1.397680e-04	62	5.550000e-05	
2.139900e+05	0	9.717165e-05	132	5.580000e-08	6.992562e-05	122	5.550000e-05	
2.152358e+05	1	1.250445e-04	9	4.185000e-07	1.367934e-04	110	5.550000e-05	
2.170036e+05	1	1.224314e-04	8	3.906000e-07	1.336833e-04	98	5.550000e-05	
2.181863e+05	1	9.216828e-05	2	5.580000e-07	1.505606e-04	38	5.550000e-05	
2.222284e+05	0	8.863109e-05	119	2.790000e-08	5.550000e-05	104	5.550000e-05	
2.238073e+05	0	5.660348e-05	172	2.790000e-08	5.550000e-05	163	5.550000e-05	
